file,page,total_pages,province,constituency,district,sub_district,station_range,vote_type,form_type,ocr_vote_type,ocr_constituency,ocr_station_no,ocr_village_no,ocr_sub_district,ocr_district,registered_voters,turnout,ballots_received,valid_ballots,invalid_ballots,no_vote_ballots,remaining_ballots,total_votes,candidates_count,candidates_json
เขตเลือกตั้งที่ 5\อำเภอคอนสาร\แบ่งเขต\ดงกลาง-แบ่งเขต-หน่วยที่ 1-9.pdf,1,19,ชัยภูมิ,5,คอนสาร,,1-9,แบ่งเขต,สส.5/18,แบ่งเขต,5,,,,,2,,221,222,223,23,444,457,11,"[{""number"": 1, ""name"": ""นายชยนนท์ คำเบ้า"", ""party"": ""ประชาธิปัตย์"", ""votes"": 4}, {""number"": 2, ""name"": ""นายธนกฤต จรรย์โกมล"", ""party"": ""ภูมิใจไทย"", ""votes"": 163}, {""number"": 3, ""name"": ""นายสุขสันต์ ชื่นจิตร"", ""party"": ""รวมไทยสร้างชาติ"", ""votes"": null}, {""number"": 3, ""name"": ""นายศรคม ชา"", ""party"": ""พลังประชารัฐ"", ""votes"": null}, {""number"": 4, ""name"": ""ส.อ.นิติภัส สุภาพงษ์นันทกุล"", ""party"": null, ""votes"": null}, {""number"": 5, ""name"": ""นายศิวะ พงศ์ธีระดุลย์"", ""party"": ""เพื่อไทย"", ""votes"": null}, {""number"": 6, ""name"": ""นายอภิเดช"", ""party"": ""ประทุมแก้ว"", ""votes"": null}, {""number"": 7, ""name"": ""นายหนูเสน พรมวงศ์"", ""party"": ""ทางเลือกใหม่"", ""votes"": null}, {""number"": 9, ""name"": ""นายวิชัย ปัญญา"", ""party"": ""ไทยทรัพย์ทวี"", ""votes"": null}, {""number"": 10, ""name"": ""นายปิยชัย โชติมาวณิช"", ""party"": ""เศรษฐกิจ"", ""votes"": null}, {""number"": 11, ""name"": ""นายจงเจริญ เอกทวีกุล"", ""party"": null, ""votes"": null}]"
เขตเลือกตั้งที่ 5\อำเภอคอนสาร\แบ่งเขต\ดงกลาง-แบ่งเขต-หน่วยที่ 1-9.pdf,2,19,ชัยภูมิ,5,คอนสาร,,1-9,แบ่งเขต,สส.5/18,,,,,,,,,,,,,,,0,[]
เขตเลือกตั้งที่ 5\อำเภอคอนสาร\แบ่งเขต\ดงกลาง-แบ่งเขต-หน่วยที่ 1-9.pdf,3,19,ชัยภูมิ,5,คอนสาร,,1-9,แบ่งเขต,สส.5/18,แบ่งเขต,5,,,,ขต,28,297,221,222,223,23,8420,230,10,"[{""number"": 1, ""name"": ""นายชยนนท์ คำเบ้า"", ""party"": ""ประชาธิปัตย์"", ""votes"": 10}, {""number"": 2, ""name"": ""นายวิชัย ปัญญา"", ""party"": ""ไทยทรัพย์ทวี"", ""votes"": 1}, {""number"": 3, ""name"": ""ส.อ.นิติภัส สุภาพงษ์นันทกุล"", ""party"": ""รวมไทยสร้างชาติ"", ""votes"": null}, {""number"": 4, ""name"": ""นายสุขสันต์ ชื่นจิตร"", ""party"": ""กล้าธรรม"", ""votes"": 33}, {""number"": 5, ""name"": ""นายศิวะ พงศ์ธีระดุลย์"", ""party"": ""เพื่อไทย"", ""votes"": null}, {""number"": 6, ""name"": ""นายอภิเดช ประทุมแก้ว"", ""party"": ""ประชาชน"", ""votes"": 19}, {""number"": 7, ""name"": ""นายศรคม ชา"", ""party"": ""พลังประชารัฐ"", ""votes"": null}, {""number"": 8, ""name"": ""นายหนูเสน พรมวงศ์"", ""party"": ""ทางเลือกใหม่"", ""votes"": null}, {""number"": 10, ""name"": ""นายปิยชัย โชติมาวณิช"", ""party"": ""เศรษฐกิจ"", ""votes"": 10}, {""number"": 11, ""name"": ""นายจงเจริญ เอกทวีกุล"", ""party"": null, ""votes"": null}]"
เขตเลือกตั้งที่ 6\อำเภอบ้านแท่น\แบ่งเขต\ต.สระพัง-แบ่งเขต-หน่วยที่ 1-9.pdf,1,18,ชัยภูมิ,6,บ้านแท่น,สระพัง,1-9,แบ่งเขต,สส.5/18,แบ่งเขต,6,1,,าล,ขต,19,425,221,222,680,255,680,383,7,"[{""number"": 1, ""name"": ""นายเสถียรพงศ์ เที่ยงตรง"", ""party"": ""ประชาธิปัตย์"", ""votes"": 13}, {""number"": 2, ""name"": ""นายแทนยุทธพงษ์ วงษ์วัชรวานิช"", ""party"": ""ประชาชน"", ""votes"": null}, {""number"": 3, ""name"": ""นางสาวบัวพันธ์ ผ่อนจรุง"", ""party"": ""ประชาธิปไตยใหม่"", ""votes"": null}, {""number"": 4, ""name"": ""นายรุ่งโรจน์ ภูศักดิ์"", ""party"": ""รวมไทยสร้างชาติ"", ""votes"": null}, {""number"": 5, ""name"": ""นายเชวงศักดิ์ เร่งไพบูลย์วงษ์"", ""party"": ""ภูมิใจไทย"", ""votes"": 265}, {""number"": 6, ""name"": ""นางสาววิเมลือง แก้วศิริ"", ""party"": ""เพื่อไทย"", ""votes"": null}, {""number"": 7, ""name"": ""นายสากล มาชัยภูมิ"", ""party"": ""เศรษฐกิจ"", ""votes"": null}]"
เขตเลือกตั้งที่ 6\อำเภอบ้านแท่น\แบ่งเขต\ต.สระพัง-แบ่งเขต-หน่วยที่ 1-9.pdf,2,18,ชัยภูมิ,6,บ้านแท่น,สระพัง,1-9,แบ่งเขต,สส.5/18,,,,,,,,,,,,,,,0,[]
เขตเลือกตั้งที่ 6\อำเภอบ้านแท่น\แบ่งเขต\ต.สระพัง-แบ่งเขต-หน่วยที่ 1-9.pdf,3,18,ชัยภูมิ,6,บ้านแท่น,สระพัง,1-9,แบ่งเขต,สส.5/18,แบ่งเขต,6,,,วง,ขต,12,3,221,222,223,23,500,612,7,"[{""number"": 1, ""name"": ""นายเสถียรพงศ์ เที่ยงตรง"", ""party"": ""ประชาธิปัตย์"", ""votes"": null}, {""number"": 2, ""name"": ""นายแทนยุทธพงษ์ วงษ์วัชรวานิช"", ""party"": ""ประชาชน"", ""votes"": 28}, {""number"": 3, ""name"": ""นางสาวบัวพันธ์ ผ่อนจรุง"", ""party"": ""ประชาธิปไตยใหม่"", ""votes"": null}, {""number"": 4, ""name"": ""นายรุ่งโรจน์ ภูศักดิ์"", ""party"": ""รวมไทยสร้างชาติ"", ""votes"": null}, {""number"": 5, ""name"": ""นายเชวงศักดิ์ เร่งไพบูลย์วงษ์"", ""party"": ""ภูมิใจไทย"", ""votes"": 220}, {""number"": 6, ""name"": ""นางสาววิเมลือง แก้วศิริ"", ""party"": ""เพื่อไทย"", ""votes"": null}, {""number"": 7, ""name"": ""นายสากล มาชัยภูมิ"", ""party"": ""เศรษฐกิจ"", ""votes"": null}]"
เขตเลือกตั้งที่ 2\02-แบบ ส.ส. 5_17-แบ่งเขต-นอกเขต.pdf,1,16,ชัยภูมิ,2,,,,แบ่งเขต,สส.5/17,แบ่งเขต,2,,,,,,,,22,624,4,,7700,0,[]
เขตเลือกตั้งที่ 2\02-แบบ ส.ส. 5_17-แบ่งเขต-นอกเขต.pdf,2,16,ชัยภูมิ,2,,,,แบ่งเขต,สส.5/17,,,,,,,,,,,,,,,0,[]
เขตเลือกตั้งที่ 2\02-แบบ ส.ส. 5_17-แบ่งเขต-นอกเขต.pdf,3,16,ชัยภูมิ,2,,,,แบ่งเขต,สส.5/17,แบ่งเขต,2,,,,,,,,629,24,3,,623,4,"[{""number"": 3, ""name"": ""นายพิง"", ""party"": ""านท"", ""votes"": 1}, {""number"": 5, ""name"": ""นายทัสชัย"", ""party"": ""พาย"", ""votes"": 11279}, {""number"": 8, ""name"": ""นายทัศ พง ไทย"", ""party"": ""เศรษฐกิจ"", ""votes"": 9999}, {""number"": 23, ""name"": ""นายประเสริฐศักดิ์ หินตั้ง | ไทยการใหม่"", ""party"": null, ""votes"": null}]"
เขตเลือกตั้งที่ 6\06-แบบ ส.ส. 5_17-แบ่งเขต-นอกเขต.pdf,1,18,ชัยภูมิ,6,,,,แบ่งเขต,สส.5/17,บัญชีรายชื่อ,,,,าล,ขต,,99,360,,,,,,0,[]
เขตเลือกตั้งที่ 6\06-แบบ ส.ส. 5_17-แบ่งเขต-นอกเขต.pdf,2,18,ชัยภูมิ,6,,,,แบ่งเขต,สส.5/17,,,,,าล,ขต,,,,,,,,,0,[]
เขตเลือกตั้งที่ 6\06-แบบ ส.ส. 5_17-แบ่งเขต-นอกเขต.pdf,3,18,ชัยภูมิ,6,,,,แบ่งเขต,สส.5/17,แบ่งเขต,,,,,,,,,22,62,3,,629,4,"[{""number"": 1, ""name"": ""นายเสถียรมาก็ เตียงทรง ประชาธิปัตย์"", ""party"": null, ""votes"": null}, {""number"": 2, ""name"": ""นายนายทวาร ประชาช"", ""party"": null, ""votes"": 4}, {""number"": 3, ""name"": ""นายรุ่งโรจน์ ศักดิ์ รรมไทยสร้างชาติ"", ""party"": null, ""votes"": null}, {""number"": 4, ""name"": ""นายเชวงศักดิ์ ไร่ไพเราะ ภูมิใจไทย |"", ""party"": ""นารากา มา ท า จ"", ""votes"": 4}]"
เขตเลือกตั้งที่ 7\อำเภอคอนสวรรค์\ต.ยางหวาย-แบ่งเขต-หน่วยที่ 1-9.pdf,1,18,ชัยภูมิ,7,คอนสวรรค์,ยางหวาย,1-9,แบ่งเขต,สส.5/18,แบ่งเขต,7,10,496,หมู่ที่,ขต,,,440,222,9,2,9,2,11,"[{""number"": 1, ""name"": ""นายกิตติธัช คำวงษ์"", ""party"": ""ประชาชน"", ""votes"": null}, {""number"": 2, ""name"": ""นายชานนท์ ต่อสกุล"", ""party"": ""ภูมิใจไทย"", ""votes"": null}, {""number"": 3, ""name"": ""นายพลากร ภูมินอก"", ""party"": ""ประชาธิปัตย์"", ""votes"": null}, {""number"": 4, ""name"": ""นายอัครแสนคีรี โล่ห์วีระ"", ""party"": ""กล้าธรรม"", ""votes"": null}, {""number"": 5, ""name"": ""นางสาวปัญชลีย์ วัฒนชัยศาสตร์"", ""party"": ""พลังประชารัฐ"", ""votes"": null}, {""number"": 6, ""name"": ""นายจอมจักรภพ วัชระจินดาวัฒนะ"", ""party"": ""เพื่อไทย"", ""votes"": null}, {""number"": 7, ""name"": ""นายอดิเรก ดวงวันนี้"", ""party"": ""ประชาธิปไตยใหม่ ๆ"", ""votes"": null}, {""number"": 8, ""name"": ""นายธีรวุฒิ พงษ์จันทร์"", ""party"": ""ไทยก้าวใหม่"", ""votes"": null}, {""number"": 10, ""name"": ""นายกิติพร เศรษฐภูมิภักดี"", ""party"": ""รวมไทยสร้างชาติ"", ""votes"": null}, {""number"": 10, ""name"": ""นางสุชามนต์ เครือเครา"", ""party"": ""ไทยทรัพย์ทวี"", ""votes"": null}, {""number"": 11, ""name"": ""นางอรุณณี งามจิตสุวรรณ"", ""party"": null, ""votes"": null}]"
เขตเลือกตั้งที่ 7\อำเภอคอนสวรรค์\ต.ยางหวาย-แบ่งเขต-หน่วยที่ 1-9.pdf,2,18,ชัยภูมิ,7,คอนสวรรค์,ยางหวาย,1-9,แบ่งเขต,สส.5/18,,,,,,,,,,,,,,,0,[]
เขตเลือกตั้งที่ 7\อำเภอคอนสวรรค์\ต.ยางหวาย-แบ่งเขต-หน่วยที่ 1-9.pdf,3,18,ชัยภูมิ,7,คอนสวรรค์,ยางหวาย,1-9,แบ่งเขต,สส.5/18,แบ่งเขต,7,2,2,,ขต,50,352,221,222,223,23,480,314,11,"[{""number"": 1, ""name"": ""นายกิตติธัช คำวงษ์"", ""party"": ""ประชาชน"", ""votes"": 34}, {""number"": 2, ""name"": ""นายจอมจักรภพ วัชระจินดาวัฒนะ"", ""party"": ""เพื่อไทย"", ""votes"": 182}, {""number"": 3, ""name"": ""นายชานนท์ ต่อสกุล"", ""party"": ""ภูมิใจไทย"", ""votes"": null}, {""number"": 4, ""name"": ""นายอัครแสนคีรี โล่ห์วีระ"", ""party"": ""กล้าธรรม"", ""votes"": null}, {""number"": 5, ""name"": ""นางสาวปัญชลีย์ วัฒนชัยศาสตร์"", ""party"": null, ""votes"": null}, {""number"": 6, ""name"": ""นายธีรวุฒิ พงษ์จันทร์"", ""party"": ""ไทยก้าวใหม่"", ""votes"": null}, {""number"": 7, ""name"": ""นายพลากร ภูมินอก"", ""party"": ""ประชาธิปัตย์"", ""votes"": null}, {""number"": 9, ""name"": ""นายอดิเรก ดวงวันนี"", ""party"": ""ประชาธิปไตยใหม่"", ""votes"": null}, {""number"": 10, ""name"": ""นายกิติพร เศรษฐภูมิภักดี"", ""party"": ""รวมไทยสร้างชาติ 8 ( สาม"", ""votes"": null}, {""number"": 10, ""name"": ""นางสุชามนต์ เครือเครา"", ""party"": ""ไทยทรัพย์ทวี"", ""votes"": null}, {""number"": 11, ""name"": ""นางอรุณณี งามจิตสุวรรณ"", ""party"": ""เศรษฐกิจ"", ""votes"": null}]"
เขตเลือกตั้งที่ 7\อำเภอคอนสวรรค์\ต.ศรีสำราญ-แบ่งเขต-หน่วยที่ 1-10.pdf,1,20,ชัยภูมิ,7,คอนสวรรค์,ศรีสำราญ,1-10,แบ่งเขต,สส.5/18,แบ่งเขต,7,,,าล,ขต,33,49,221,222,223,23,320,778447,11,"[{""number"": 1, ""name"": ""นายกิตติธัช คำวงษ์"", ""party"": ""ประชาชน"", ""votes"": 29}, {""number"": 2, ""name"": ""นายกิติพร เศรษฐภูมิภักดี"", ""party"": ""รวมไทยสร้างชาติ"", ""votes"": null}, {""number"": 2, ""name"": ""นางสุชามนต์ เครือเครา"", ""party"": ""ประชาธิปไตยใหม่"", ""votes"": null}, {""number"": 3, ""name"": ""นายอัครแสนคีรี โล่ห์วีระ"", ""party"": ""ภูมิใจไทย"", ""votes"": null}, {""number"": 4, ""name"": ""นายชานนท์ ต่อสกุล"", ""party"": null, ""votes"": null}, {""number"": 4, ""name"": ""นายจอมจักรภพ วัชระจินดาวัฒนะ"", ""party"": ""เพื่อไทย"", ""votes"": null}, {""number"": 5, ""name"": ""นางสาวปัญชลีย์ วัฒนชัยศาสตร์"", ""party"": ""พลังประชารัฐ"", ""votes"": null}, {""number"": 7, ""name"": ""นายธีรวุฒิ พงษ์จันทร์"", ""party"": ""ประชาธิปัตย์"", ""votes"": null}, {""number"": 8, ""name"": ""นายพลากร ภูมินอก"", ""party"": null, ""votes"": null}, {""number"": 10, ""name"": ""นายอดิเรก ดวงวันนี"", ""party"": null, ""votes"": null}, {""number"": 11, ""name"": ""นางอรุณณี งามจิตสุวรรณ"", ""party"": null, ""votes"": null}]"
เขตเลือกตั้งที่ 7\อำเภอคอนสวรรค์\ต.ศรีสำราญ-แบ่งเขต-หน่วยที่ 1-10.pdf,2,20,ชัยภูมิ,7,คอนสวรรค์,ศรีสำราญ,1-10,แบ่งเขต,สส.5/18,,,,,,,,,,,,,,,0,[]
เขตเลือกตั้งที่ 5\อำเภอเกษตรสมบูรณ์\แบ่งเขต\ต.บ้านบัว-แบ่งเขต-หน่วยที่ 1-10.pdf,2,20,ชัยภูมิ,5,เกษตรสมบูรณ์,บ้านบัว,1-10,แบ่งเขต,สส.5/18,,,,,,,,,,,,,,,0,[]
เขตเลือกตั้งที่ 7\อำเภอแก้งคร้อ\ทต.นาหนองทุ่ม-แบ่งเขต-หน่วยที่ 1-18.pdf,1,36,ชัยภูมิ,7,แก้งคร้อ,นาหนองทุ่ม,1-18,แบ่งเขต,สส.5/18,แบ่งเขต,7,1,2,ปลาโภอ,,16,52,221,222,223,23,2,335,11,"[{""number"": 1, ""name"": ""นายกิตติธัช คำวงษ์"", ""party"": ""ประชาชน"", ""votes"": null}, {""number"": 2, ""name"": ""นายกิติพร เศรษฐภูมิภักดี"", ""party"": ""รวมไทยสร้างชาติ"", ""votes"": null}, {""number"": 2, ""name"": ""นายอดิเรก ดวงจันนี"", ""party"": null, ""votes"": null}, {""number"": 3, ""name"": ""นายชานนท์ ต่อสกุล"", ""party"": ""ภูมิใจไทย"", ""votes"": null}, {""number"": 4, ""name"": ""นายอัครแสนคีรี โล่ห์วีระ"", ""party"": ""กล้าธรรม"", ""votes"": null}, {""number"": 5, ""name"": ""นางสาวปัญชลีย์ วัฒนชัยศาสตร์"", ""party"": ""พลังประชารัฐ"", ""votes"": null}, {""number"": 6, ""name"": ""นายจอมจักรภพ วัชระจินดาวัฒนะ"", ""party"": ""เพื่อไทย"", ""votes"": 19}, {""number"": 7, ""name"": ""นายพลากร ภูมินอก"", ""party"": ""ประชาธิปัตย์"", ""votes"": null}, {""number"": 8, ""name"": ""นายธีรวุฒิ พงษ์จันทร์"", ""party"": ""ไทยก้าวใหม่"", ""votes"": null}, {""number"": 10, ""name"": ""นางสุชามนต์ เครือเครา"", ""party"": ""ประชาธิปไตยใหม่"", ""votes"": 4}, {""number"": 11, ""name"": ""นางอรุณณี งามจิตสุวรรณ"", ""party"": null, ""votes"": null}]"
เขตเลือกตั้งที่ 7\อำเภอแก้งคร้อ\ทต.นาหนองทุ่ม-แบ่งเขต-หน่วยที่ 1-18.pdf,2,36,ชัยภูมิ,7,แก้งคร้อ,นาหนองทุ่ม,1-18,แบ่งเขต,สส.5/18,,,,,,,,,,,,,,,0,[]
เขตเลือกตั้งที่ 7\อำเภอแก้งคร้อ\ทต.นาหนองทุ่ม-แบ่งเขต-หน่วยที่ 1-18.pdf,3,36,ชัยภูมิ,7,แก้งคร้อ,นาหนองทุ่ม,1-18,แบ่งเขต,สส.5/18,แบ่งเขต,7,2,,วง,,12,53,221,222,223,23,358,512,11,"[{""number"": 1, ""name"": ""นายกิตติธัช คำวงษ์"", ""party"": null, ""votes"": null}, {""number"": 2, ""name"": ""นายอดิเรก ดวงจันนี"", ""party"": ""ประชาธิปไตยใหม่"", ""votes"": null}, {""number"": 3, ""name"": ""นายชานนท์ ต่อสกุล"", ""party"": ""ภูมิใจไทย"", ""votes"": 920}, {""number"": 4, ""name"": ""นายอัครแสนคีรี โล่ห์วีระ"", ""party"": ""กล้าธรรม"", ""votes"": 159}, {""number"": 4, ""name"": ""นายจอมจักรภพ วัชระจินดาวัฒนะ"", ""party"": ""เพื่อไทย"", ""votes"": null}, {""number"": 5, ""name"": ""นางสาวปัญชลีย์ วัฒนชัยศาสตร์"", ""party"": ""พลังประชารัฐ"", ""votes"": 700}, {""number"": 6, ""name"": ""นางอรุณณี งามจิตสุวรรณ"", ""party"": ""เศรษฐกิจ"", ""votes"": null}, {""number"": 7, ""name"": ""นายพลากร ภูมินอก"", ""party"": ""ประชาธิปัตย์"", ""votes"": null}, {""number"": 8, ""name"": ""นายธีรวุฒิ พงษ์จันทร์"", ""party"": ""ไทยก้าวใหม่"", ""votes"": null}, {""number"": 10, ""name"": ""นายกิติพร เศรษฐภูมิภักดี"", ""party"": ""ประชาชน"", ""votes"": 4}, {""number"": 10, ""name"": ""นางสุชามนต์ เครือเครา"", ""party"": ""ไทยทรัพย์ทวี"", ""votes"": null}]"
เขตเลือกตั้งที่ 1\อำเภอเมืองชัยภูมิ\หนองนาแซง-001-แบ่งเขต0001.pdf,2,28,ชัยภูมิ,1,เมืองชัยภูมิ,หนองนาแซง,001,แบ่งเขต,สส.5/18,,,,,,,,,,,,,,,0,[]
เขตเลือกตั้งที่ 6\อำเภอภูเขียว\แบ่งเขต\โอโล-แบ่งเขต-หน่วยที่ 1-15.pdf,1,29,ชัยภูมิ,6,ภูเขียว,,1-15,แบ่งเขต,สส.5/18,แบ่งเขต,,1,1,โลโก,ขต,41,12,221,222,460,23,7,200,7,"[{""number"": 1, ""name"": ""นายเสถียรพงศ์ เที่ยงตรง"", ""party"": ""ประชาธิปัตย์"", ""votes"": null}, {""number"": 2, ""name"": ""นายแทนยุทธพงษ์ วงษ์วัชรวานิช"", ""party"": ""ประชาชน"", ""votes"": null}, {""number"": 3, ""name"": ""นางสาวบัวพันธ์ ผ่อนจรุง"", ""party"": ""ประชาธิปไตยใหม่"", ""votes"": null}, {""number"": 4, ""name"": ""นายรุ่งโรจน์ ภูศักดิ์"", ""party"": null, ""votes"": null}, {""number"": 5, ""name"": ""นายเชวงศักดิ์ เร่งไพบูลย์วงษ์"", ""party"": null, ""votes"": null}, {""number"": 6, ""name"": ""นางสาววิเมลือง แก้วศิริ"", ""party"": ""รวมไทยสร้างชาติ 4"", ""votes"": null}, {""number"": 7, ""name"": ""นายสากล มาชัยภูมิ"", ""party"": null, ""votes"": null}]"
เขตเลือกตั้งที่ 6\อำเภอภูเขียว\แบ่งเขต\โอโล-แบ่งเขต-หน่วยที่ 1-15.pdf,2,29,ชัยภูมิ,6,ภูเขียว,,1-15,แบ่งเขต,สส.5/18,,,,,,,,,,,,,,,0,[]
เขตเลือกตั้งที่ 6\อำเภอภูเขียว\แบ่งเขต\โอโล-แบ่งเขต-หน่วยที่ 1-15.pdf,3,29,ชัยภูมิ,6,ภูเขียว,,1-15,แบ่งเขต,สส.5/18,แบ่งเขต,5,2,2,าล,ขต,240,1,221,222,300,9,300,189,7,"[{""number"": 1, ""name"": ""นางสาววิเมลือง แก้วศิริ"", ""party"": ""เพื่อไทย"", ""votes"": null}, {""number"": 2, ""name"": ""นายแทนยุทธพงษ์ วงษ์วัชรวานิช"", ""party"": ""ประชาชน"", ""votes"": null}, {""number"": 3, ""name"": ""นายสากล มาชัยภูมิ"", ""party"": ""เศรษฐกิจ"", ""votes"": null}, {""number"": 4, ""name"": ""นายรุ่งโรจน์ ภูศักดิ์"", ""party"": ""รวมไทยสร้างชาติ 1"", ""votes"": null}, {""number"": 5, ""name"": ""นายเชวงศักดิ์ เร่งไพบูลย์วงษ์"", ""party"": ""ภูมิใจไทย"", ""votes"": null}, {""number"": 9, ""name"": ""นายเสถียรพงศ์ เที่ยงตรง"", ""party"": ""ประชาธิปัตย์"", ""votes"": null}, {""number"": 22, ""name"": ""นางสาวบัวพันธ์ ผ่อนจริง"", ""party"": ""ประชาธิปไตยใหม่ 0"", ""votes"": null}]"
เขตเลือกตั้งที่ 5\อำเภอคอนสาร\แบ่งเขต\ทุ่งพระ-แบ่งเขต-หน่วยที่ 1-10.pdf,2,20,ชัยภูมิ,5,คอนสาร,,1-10,แบ่งเขต,สส.5/18,,,,,,,,,,,,,,,0,[]
เขตเลือกตั้งที่ 5\อำเภอคอนสาร\แบ่งเขต\ทุ่งนาเลา-แบ่งเขต-หน่วยที่ 1-11.pdf,1,22,ชัยภูมิ,5,คอนสาร,,1-11,แบ่งเขต,สส.5/18,แบ่งเขต,5,,,ทุ่ง,,43,43,480,480,223,23,3,461,11,"[{""number"": 1, ""name"": ""นายชยนนท์ คำเบ้า"", ""party"": ""ประชาธิปัตย์"", ""votes"": null}, {""number"": 2, ""name"": ""นายวิชัย ปัญญา"", ""party"": ""ไทยทรัพย์ทวี"", ""votes"": null}, {""number"": 3, ""name"": ""นายธนกฤต"", ""party"": ""จรรย์โกมล"", ""votes"": 124}, {""number"": 3, ""name"": ""ส.อ.นิติภัส สุภาพงษ์นันทกุล | รวมไทยสร้างชาติ"", ""party"": null, ""votes"": null}, {""number"": 3, ""name"": ""นายศรคม ชา"", ""party"": ""พลังประชารัฐ"", ""votes"": null}, {""number"": 4, ""name"": ""นายสุขสันต์ ชื่นจิตร"", ""party"": ""กล้าธรรม"", ""votes"": null}, {""number"": 5, ""name"": ""นายศิวะ พงศ์ธีระดุลย์"", ""party"": ""เพื่อไทย"", ""votes"": 208}, {""number"": 6, ""name"": ""นายอภิเดช ประทุมแก้ว"", ""party"": ""ประชาชน"", ""votes"": null}, {""number"": 8, ""name"": ""นายหนูเสน พรมวงศ์"", ""party"": ""ทางเลือกใหม่"", ""votes"": null}, {""number"": 10, ""name"": ""นายปิยชัย โชติมาวณิช"", ""party"": ""เศรษฐกิจ"", ""votes"": null}, {""number"": 11, ""name"": ""นายจงเจริญ เอกทวีกุล"", ""party"": ""ประชากรไทย"", ""votes"": null}]"
เขตเลือกตั้งที่ 5\อำเภอคอนสาร\แบ่งเขต\ทุ่งนาเลา-แบ่งเขต-หน่วยที่ 1-11.pdf,2,22,ชัยภูมิ,5,คอนสาร,,1-11,แบ่งเขต,สส.5/18,,,,,,,,,,,,,,,0,[]
เขตเลือกตั้งที่ 5\อำเภอคอนสาร\แบ่งเขต\ทุ่งนาเลา-แบ่งเขต-หน่วยที่ 1-11.pdf,3,22,ชัยภูมิ,5,คอนสาร,,1-11,แบ่งเขต,สส.5/18,แบ่งเขต,5,2,2,าล,ขต,281,281,221,222,223,23,420,6000,10,"[{""number"": 1, ""name"": ""นายชยนนท์ คำเบ้า"", ""party"": ""ประชาธิปัตย์"", ""votes"": null}, {""number"": 2, ""name"": ""นายธนกฤต"", ""party"": ""จรรย์โกมล"", ""votes"": null}, {""number"": 3, ""name"": ""ส.อ.นิติภัส สุภาพงษ์นันทกุล"", ""party"": ""ภูมิใจไทย"", ""votes"": null}, {""number"": 4, ""name"": ""นายสุขสันต์ ชื่นจิตร"", ""party"": ""ทดส่งนก"", ""votes"": null}, {""number"": 5, ""name"": ""นายศิวะ พงศ์ธีระดุลย์"", ""party"": ""เพื่อไทย"", ""votes"": 24}, {""number"": 6, ""name"": ""นายวิชัย ปัญญา"", ""party"": ""ไทยทรัพย์ทวี"", ""votes"": null}, {""number"": 7, ""name"": ""นายศรคม ชา"", ""party"": ""พลังประชารัฐ"", ""votes"": null}, {""number"": 8, ""name"": ""นายหนูเสน พรมวงศ์"", ""party"": ""ทางเลือกใหม่"", ""votes"": null}, {""number"": 10, ""name"": ""นายปิยชัย โชติมาวณิช"", ""party"": ""เศรษฐกิจ"", ""votes"": null}, {""number"": 11, ""name"": ""นายจงเจริญ เอกทวีกุล"", ""party"": null, ""votes"": null}]"
เขตเลือกตั้งที่ 7\อำเภอแก้งคร้อ\ต.บ้านแก้ง-แบ่งเขต-หน่วยที่ 1-15.pdf,1,30,ชัยภูมิ,7,แก้งคร้อ,บ้านแก้ง,1-15,แบ่งเขต,สส.5/18,แบ่งเขต,7,,,าล,และ,64,372,221,580,223,22,222,375,11,"[{""number"": 1, ""name"": ""นายกิตติธัช คำวงษ์"", ""party"": ""ประชาชน"", ""votes"": null}, {""number"": 1, ""name"": ""นายชานนท์ ต่อสกุล"", ""party"": ""ภูมิใจไทย"", ""votes"": null}, {""number"": 2, ""name"": ""นายกิติพร เศรษฐภูมิภักดี"", ""party"": ""รวมไทยสร้างชาติ"", ""votes"": null}, {""number"": 3, ""name"": ""นายจอมจักรภพ วัชระจินดาวัฒนะ"", ""party"": ""เพื่อไทย"", ""votes"": 143}, {""number"": 4, ""name"": ""นายอัครแสนคีรี โล่ห์วีระ"", ""party"": ""กล้าธรรม"", ""votes"": 150}, {""number"": 5, ""name"": ""นางสาวปัญชลีย์ วัฒนชัยศาสตร์"", ""party"": ""พลังประชารัฐ"", ""votes"": null}, {""number"": 7, ""name"": ""นายพลากร ภูมินอก"", ""party"": ""ประชาธิปัตย์"", ""votes"": null}, {""number"": 8, ""name"": ""นายธีรวุฒิ พงษ์จันทร์"", ""party"": ""ไทยก้าวใหม่"", ""votes"": 5500}, {""number"": 9, ""name"": ""นายอดิเรก ดวงวันนี"", ""party"": ""ประชาธิปไตยใหม่"", ""votes"": 199}, {""number"": 10, ""name"": ""นางสุชามนต์ เครือเครา"", ""party"": ""ไทยทรัพย์ทวี"", ""votes"": null}, {""number"": 11, ""name"": ""นางอรุณณี งามจิตสุวรรณ"", ""party"": null, ""votes"": null}]"
เขตเลือกตั้งที่ 7\อำเภอแก้งคร้อ\ต.บ้านแก้ง-แบ่งเขต-หน่วยที่ 1-15.pdf,2,30,ชัยภูมิ,7,แก้งคร้อ,บ้านแก้ง,1-15,แบ่งเขต,สส.5/18,,,,,,,,,,,,,,,0,[]
